student_id,institution,program_id,country_home,country_host,cohort_year,subject_field,study_level,study_mode,gender,age,marital_status,language_proficiency,teaching_style_difference,cultural_distance,support_program,participates_in_buddy_program,participates_in_language_course,works_while_studying,work_hours_per_week,scholarship_status,entry_gpa,gpa_sem1,gpa_sem2,gpa_prev,credits_attempted_sem1,credits_earned_sem1,credits_attempted_sem2,credits_earned_sem2,failed_courses_sem1,failed_courses_sem2,attendance_rate,mean_weekly_engagement,std_weekly_engagement,low_engagement_weeks,engagement_trend,avg_assignment_score,avg_exam_score,late_submission_rate,missing_assignments_count,gpa_sem3,success_label,risk_category,p_success_proxy
S100844,Latvia_College_C,MIS,India,Latvia,2019,Information Systems,Bachelor,Part-time,Female,27,Single,2,High,0.6,0,1,1,0,0,None,5.69,4.84,5.53,5.19,23,17,35,32,2,1,0.445,0.265,0.062,25,0.009,22.2,10.1,0.496,3,5.46,0,High Risk,0.509
S100845,Latvia_College_C,MED,India,Latvia,2021,Engineering,Bachelor,Part-time,Female,24,Single,2,High,0.6,0,1,1,0,0,None,6.3,6.33,6.03,6.18,23,23,29,26,0,1,0.822,0.694,0.107,0,0.138,36.5,37.8,0.171,4,6.33,1,Moderate Risk,0.704
S100846,Tech_Institute_D,MED,China,Latvia,2022,Humanities,Bachelor,Full-time,Male,21,Married,3,High,0.6,0,0,0,1,11,None,5.56,5.89,5.84,5.87,20,14,32,29,2,1,0.512,0.354,0.177,14,-0.462,40.6,21.2,0.326,4,5.44,0,High Risk,0.551
S100847,Tech_Institute_D,MED,Bangladesh,Latvia,2023,Computer Science,Bachelor,Full-time,Female,38,Single,1,High,0.6,1,1,1,1,20,None,7.25,8.79,8.06,8.42,25,25,25,25,0,0,0.943,0.859,0.091,0,0.171,78.0,79.9,0.288,1,8.9,1,Very Likely to Succeed,0.963
S100848,Tech_Institute_D,ENG,India,Latvia,2023,Business,Master,Part-time,Female,33,Single,1,High,0.6,0,0,0,0,0,Full,7.86,7.82,8.53,8.18,27,24,27,24,1,1,0.803,0.683,0.08,0,-0.175,97.1,64.8,0.477,9,7.9,0,Moderate Risk,0.683
S100849,Business_School_E,DATA,Canada,Latvia,2021,Business,Master,Full-time,Female,18,Married,3,Medium,0.3,0,0,0,1,19,Partial,7.16,7.68,7.99,7.84,32,32,20,20,0,0,0.928,0.81,0.072,0,0.055,100.0,100.0,0.266,0,8.63,1,Very Likely to Succeed,0.903
S100850,Latvia_College_C,MIS,Pakistan,Latvia,2021,Computer Science,Master,Part-time,Male,19,Single,1,High,0.6,1,1,1,1,22,None,6.48,6.6,6.69,6.65,22,16,35,29,2,2,0.737,0.584,0.066,0,0.031,55.7,41.8,0.406,0,6.08,1,Moderate Risk,0.75
S100851,Latvia_College_C,BUS,Sri Lanka,Latvia,2019,Computer Science,Bachelor,Full-time,Male,38,Other,1,High,0.6,0,1,0,1,21,None,6.37,6.48,6.31,6.4,35,32,33,27,1,2,0.413,0.233,0.131,22,-0.327,45.2,37.8,0.682,2,6.55,0,Very High Risk,0.394
S100852,Tech_Institute_D,LAW,Brazil,Latvia,2019,Business,Bachelor,Part-time,Male,20,Single,2,Medium,0.35,1,0,1,0,0,None,7.6,7.65,8.16,7.91,29,29,27,27,0,0,0.944,0.851,0.1,0,0.204,73.1,76.6,0.058,0,7.82,1,Very Likely to Succeed,1.0
S100853,Latvia_Uni_A,DATA,Kenya,Latvia,2022,Engineering,Master,Full-time,Female,24,Single,2,High,0.76342068494509,1,1,0,0,0,Partial,8.42,8.08,8.3,8.19,28,25,28,28,1,0,0.968,0.92,0.096,0,0.225,100.0,100.0,0.256,0,8.15,1,Very Likely to Succeed,0.906
S100854,Latvia_College_C,DATA,Vietnam,Latvia,2022,Business,Bachelor,Full-time,Other,33,Single,3,High,0.6,1,0,0,0,0,None,7.09,7.03,7.32,7.17,20,20,34,34,0,0,0.713,0.58,0.085,0,-0.196,54.0,66.7,0.412,3,7.15,1,Very Likely to Succeed,0.855
S100855,Tech_Institute_D,CS,Kenya,Latvia,2021,Social Sciences,Bachelor,Full-time,Female,29,Married,1,High,0.747770539247975,0,0,1,1,13,Partial,5.23,5.16,5.0,5.08,28,25,24,12,1,4,0.365,0.184,0.129,30,0.337,24.7,0.0,0.629,5,4.97,0,Very High Risk,0.364
S100856,Latvia_Uni_A,BUS,South Korea,Latvia,2020,Humanities,Bachelor,Full-time,Male,27,Single,1,High,0.6,0,1,1,1,28,None,8.06,8.1,7.44,7.77,34,34,23,20,0,1,0.704,0.56,0.114,1,0.309,86.1,88.9,0.675,2,8.15,0,High Risk,0.631
S100857,Latvia_Uni_B,LAW,Canada,Latvia,2023,Computer Science,Master,Part-time,Male,39,Single,3,Medium,0.3,0,0,1,1,26,None,7.44,7.91,7.99,7.95,32,32,27,27,0,0,0.874,0.758,0.111,0,0.264,85.4,83.8,0.291,1,8.09,1,Very Likely to Succeed,0.943
S100858,Latvia_Uni_A,ENG,Spain,Latvia,2020,Medicine,Bachelor,Full-time,Female,37,Single,5,Low,0.1,0,0,0,1,27,Partial,8.42,8.66,8.28,8.47,20,20,32,32,0,0,0.577,0.431,0.091,2,-0.181,64.4,28.8,0.341,3,8.72,1,Very Likely to Succeed,0.927
S100859,Latvia_Uni_B,ENG,Brazil,Latvia,2019,Social Sciences,Master,Full-time,Male,23,Single,4,Medium,0.35,0,0,0,0,0,Full,7.48,7.54,7.83,7.68,25,19,30,30,2,0,0.615,0.444,0.091,3,0.06,75.7,57.9,0.481,2,6.99,1,Moderate Risk,0.849
S100860,Latvia_College_C,ENG,Bangladesh,Latvia,2020,Social Sciences,Master,Part-time,Female,39,Single,1,High,0.6,0,0,1,1,23,None,7.03,7.09,7.61,7.35,21,18,34,28,1,2,0.523,0.348,0.066,8,0.046,63.0,45.3,0.601,1,7.35,0,High Risk,0.57
S100861,Latvia_Uni_B,LAW,Germany,Latvia,2021,Business,Bachelor,Part-time,Male,18,Single,3,Low,0.1,1,0,0,1,23,None,5.73,6.32,6.13,6.23,29,29,32,32,0,0,0.759,0.639,0.062,0,0.114,29.0,30.7,0.155,3,6.56,1,Moderate Risk,0.84
S100862,Business_School_E,BUS,Pakistan,Latvia,2020,Social Sciences,Master,Full-time,Female,24,Single,1,High,0.6,0,1,1,0,0,None,8.26,8.91,8.55,8.73,34,34,33,33,0,0,0.753,0.623,0.064,0,-0.018,54.8,50.6,0.495,6,8.69,1,Moderate Risk,0.792
S100863,Business_School_E,MIS,USA,Latvia,2023,Engineering,Bachelor,Full-time,Male,23,Married,2,Medium,0.3,0,0,1,1,28,None,5.18,5.31,5.05,5.18,25,19,22,16,2,2,0.411,0.235,0.071,29,0.134,23.7,9.3,0.439,4,4.76,0,High Risk,0.529
S100864,Business_School_E,MIS,Sri Lanka,Latvia,2020,Social Sciences,Master,Full-time,Female,35,Single,3,High,0.6,0,0,1,1,16,Full,4.6,4.32,4.0,4.16,27,27,21,18,0,1,0.482,0.321,0.063,10,0.135,23.9,4.5,0.396,2,3.37,0,High Risk,0.511
S100865,Latvia_College_C,ENG,Bangladesh,Latvia,2023,Humanities,Master,Part-time,Male,34,Single,2,High,0.6,0,1,1,0,0,None,5.66,4.96,5.59,5.27,30,27,21,18,1,1,0.437,0.264,0.109,21,0.181,8.7,0.0,0.487,2,4.78,0,High Risk,0.514
S100866,Latvia_Uni_A,ENG,Kenya,Latvia,2020,Humanities,Bachelor,Full-time,Other,35,Single,3,High,0.7200169510371006,0,0,1,0,0,None,6.43,6.58,6.86,6.72,35,32,27,24,1,1,0.58,0.412,0.124,9,-0.292,54.8,37.4,0.454,3,6.01,1,Moderate Risk,0.672
S100867,Latvia_Uni_B,ENG,Nigeria,Latvia,2020,Social Sciences,Bachelor,Full-time,Male,19,Single,3,High,0.7793342678416688,1,0,0,1,26,Partial,6.23,7.02,6.18,6.6,32,32,20,17,0,1,0.773,0.626,0.106,0,-0.249,18.8,9.4,0.236,2,6.77,1,Moderate Risk,0.701
S100868,Tech_Institute_D,BUS,Sri Lanka,Latvia,2018,Business,Bachelor,Full-time,Other,27,Single,3,High,0.6,0,0,0,1,25,None,8.96,8.96,9.76,9.36,25,22,22,22,1,0,0.908,0.834,0.18,0,-0.485,100.0,100.0,0.394,3,8.34,1,Very Likely to Succeed,0.867
S100869,Business_School_E,LAW,South Korea,Latvia,2022,Medicine,Master,Part-time,Female,28,Single,1,High,0.6,0,0,1,1,28,Partial,6.67,6.66,6.74,6.7,26,17,31,31,3,0,0.525,0.364,0.078,8,-0.169,41.2,38.4,0.522,2,6.84,0,High Risk,0.501
S100870,Latvia_College_C,ENG,Pakistan,Latvia,2023,Medicine,Bachelor,Full-time,Female,27,Single,1,High,0.6,0,0,0,1,15,None,6.3,6.52,5.81,6.16,33,33,30,30,0,0,0.284,0.088,0.056,36,-0.021,37.8,22.9,0.84,4,5.22,0,Very High Risk,0.371
S100871,Latvia_Uni_A,MED,Sri Lanka,Latvia,2022,Social Sciences,Bachelor,Full-time,Female,21,Single,1,High,0.6,0,1,1,0,0,None,6.62,6.07,6.12,6.09,22,19,31,31,1,0,0.478,0.314,0.06,16,-0.097,35.5,7.7,0.472,4,5.28,0,High Risk,0.524
S100872,Business_School_E,BUS,Germany,Latvia,2023,Social Sciences,Master,Full-time,Female,34,Married,4,Low,0.1,0,0,0,1,26,Partial,7.66,7.78,7.65,7.72,35,32,29,23,1,2,0.905,0.797,0.084,0,-0.093,100.0,86.2,0.195,2,8.02,1,Very Likely to Succeed,0.981
S100873,Latvia_Uni_B,MED,India,Latvia,2021,Social Sciences,Bachelor,Full-time,Female,33,Other,3,High,0.6,0,0,0,1,11,Full,6.11,5.83,6.16,5.99,21,18,26,26,1,0,0.513,0.321,0.076,11,-0.111,34.4,10.2,0.441,0,5.33,0,High Risk,0.549
S100874,Latvia_Uni_A,LAW,Germany,Latvia,2023,Information Systems,Bachelor,Part-time,Female,26,Single,3,Low,0.1,1,1,0,0,0,Partial,7.85,8.11,8.63,8.37,24,21,22,19,1,1,0.994,0.947,0.046,0,-0.032,90.3,100.0,0.055,0,9.0,1,Very Likely to Succeed,1.0
S100875,Latvia_Uni_B,LAW,Canada,Latvia,2022,Medicine,Bachelor,Full-time,Male,38,Other,3,Medium,0.3,0,1,0,0,0,Partial,7.66,8.02,7.72,7.87,32,32,25,25,0,0,0.7,0.554,0.12,0,-0.301,56.8,43.1,0.338,2,8.04,1,Very Likely to Succeed,0.852
S100876,Latvia_College_C,MED,Latvia,Latvia,2021,Engineering,Master,Full-time,Male,23,Other,3,Low,0.1,0,0,0,1,10,None,7.26,7.35,7.86,7.6,31,31,29,29,0,0,0.947,0.877,0.091,0,-0.208,91.1,73.6,0.087,1,7.21,1,Very Likely to Succeed,1.0
S100877,Latvia_College_C,ENG,Italy,Latvia,2019,Business,Master,Part-time,Female,33,Single,3,Low,0.1,1,1,0,0,0,None,7.69,8.21,7.21,7.71,32,29,30,30,1,0,0.862,0.753,0.146,0,0.451,81.2,67.8,0.159,0,8.31,1,Very Likely to Succeed,0.973
S100878,Tech_Institute_D,BUS,France,Latvia,2021,Information Systems,Master,Full-time,Female,21,Single,3,Low,0.1,1,0,0,0,0,Partial,7.45,8.01,8.69,8.35,35,35,35,35,0,0,0.983,0.918,0.075,0,-0.149,71.8,59.6,0.0,0,7.82,1,Very Likely to Succeed,1.0
S100879,Latvia_Uni_B,BUS,Nigeria,Latvia,2019,Computer Science,Master,Full-time,Male,26,Single,3,High,0.7069283441878697,1,0,0,0,0,Partial,5.79,6.1,4.87,5.49,21,18,23,23,1,0,0.449,0.277,0.114,20,-0.256,27.8,17.8,0.54,4,5.77,0,High Risk,0.614
S100880,Tech_Institute_D,MED,China,Latvia,2023,Medicine,Bachelor,Full-time,Male,18,Other,2,High,0.6,0,1,0,1,13,Partial,6.88,6.35,6.4,6.37,20,17,34,34,1,0,0.588,0.425,0.13,9,0.303,62.2,56.7,0.566,2,6.76,0,High Risk,0.545
S100881,Business_School_E,CS,Kenya,Latvia,2019,Medicine,Bachelor,Full-time,Male,30,Other,3,High,0.7819069426510614,1,0,0,1,19,Full,7.4,7.69,7.38,7.53,22,13,23,20,3,1,0.589,0.428,0.091,5,0.216,54.8,52.8,0.524,1,7.96,1,Moderate Risk,0.744
S100882,Latvia_Uni_B,BUS,USA,Latvia,2020,Computer Science,Master,Full-time,Other,25,Single,3,Medium,0.3,0,1,1,1,11,None,8.19,8.63,8.5,8.57,28,28,31,31,0,0,0.93,0.833,0.082,0,0.02,88.3,88.2,0.196,1,8.25,1,Very Likely to Succeed,1.0
S100883,Business_School_E,MIS,Brazil,Latvia,2018,Humanities,Bachelor,Full-time,Female,28,Single,4,Medium,0.35,1,1,1,1,26,None,8.29,8.19,8.95,8.57,34,34,20,17,0,1,0.966,0.904,0.097,0,0.256,78.6,96.1,0.101,0,9.49,1,Very Likely to Succeed,1.0
S100884,Business_School_E,MIS,Brazil,Latvia,2022,Information Systems,Master,Part-time,Male,18,Single,4,Medium,0.35,1,0,0,1,21,None,7.43,7.5,7.3,7.4,22,19,30,30,1,0,0.983,0.917,0.084,0,0.207,92.9,99.8,0.04,0,8.09,1,Very Likely to Succeed,1.0
S100885,Tech_Institute_D,ENG,South Korea,Latvia,2019,Business,Master,Full-time,Male,35,Married,1,High,0.6,0,1,0,1,11,Partial,5.32,4.66,4.66,4.66,31,28,25,22,1,1,0.541,0.356,0.064,6,0.073,14.1,0.0,0.482,7,3.82,0,Very High Risk,0.351
S100886,Latvia_Uni_A,LAW,Canada,Latvia,2018,Business,Bachelor,Full-time,Female,31,Single,3,Medium,0.3,0,0,0,0,0,None,6.99,7.75,7.87,7.81,23,23,24,24,0,0,0.666,0.519,0.072,0,-0.119,54.0,20.6,0.312,0,7.68,1,Moderate Risk,0.838
S100887,Latvia_Uni_A,LAW,Vietnam,Latvia,2023,Business,Bachelor,Full-time,Male,32,Single,1,High,0.6,1,0,1,0,0,None,7.15,7.01,7.57,7.29,24,18,22,22,2,0,0.78,0.658,0.095,0,0.131,66.4,65.3,0.271,2,7.51,1,Very Likely to Succeed,0.857
S100888,Tech_Institute_D,DATA,Brazil,Latvia,2020,Social Sciences,Master,Full-time,Female,27,Single,2,Medium,0.35,0,0,0,1,23,Partial,6.58,6.6,6.65,6.63,25,19,25,22,2,1,0.68,0.535,0.06,0,0.001,51.0,45.0,0.439,4,6.24,1,High Risk,0.637
S100889,Latvia_College_C,MED,Nigeria,Latvia,2020,Computer Science,Master,Full-time,Female,35,Married,2,High,0.7377169494662241,0,0,0,1,27,Partial,4.34,4.11,4.0,4.05,31,25,24,21,2,1,0.314,0.124,0.109,34,0.308,0.0,0.0,0.811,2,3.0,0,Very High Risk,0.179
S100890,Business_School_E,DATA,Germany,Latvia,2021,Information Systems,Bachelor,Full-time,Female,27,Single,5,Low,0.1,0,0,0,1,28,Full,7.09,7.31,7.94,7.63,27,24,21,21,1,0,0.721,0.575,0.069,0,0.153,51.4,46.5,0.319,0,7.66,1,Very Likely to Succeed,0.914
S100891,Latvia_Uni_B,MIS,Nigeria,Latvia,2023,Information Systems,Bachelor,Full-time,Other,22,Married,1,High,0.7729562074447277,0,1,1,0,0,None,7.67,7.58,7.65,7.61,24,24,26,20,0,2,0.424,0.247,0.157,24,0.381,55.1,56.4,0.708,3,8.14,0,High Risk,0.543
S100892,Latvia_College_C,BUS,Spain,Latvia,2019,Social Sciences,Bachelor,Full-time,Male,38,Married,3,Low,0.1,0,1,1,0,0,None,7.4,7.04,7.19,7.12,21,15,23,23,2,0,0.744,0.613,0.075,0,0.077,73.0,81.0,0.358,1,6.84,1,Very Likely to Succeed,0.892
S100893,Latvia_College_C,MED,Kenya,Latvia,2018,Information Systems,Bachelor,Full-time,Male,32,Single,2,High,0.7462207533479659,0,0,1,1,20,None,6.14,6.61,6.68,6.64,35,35,22,22,0,0,0.511,0.343,0.076,10,-0.128,53.6,39.6,0.525,2,5.84,0,High Risk,0.546
S100894,Business_School_E,DATA,Ghana,Latvia,2021,Computer Science,Master,Full-time,Male,27,Single,2,High,0.745861045936509,1,0,0,0,0,None,4.88,5.47,5.21,5.34,27,24,21,18,1,1,0.452,0.287,0.072,19,-0.173,2.6,0.0,0.355,3,5.4,0,High Risk,0.533
S100895,Tech_Institute_D,CS,Nigeria,Latvia,2022,Business,Bachelor,Full-time,Male,21,Married,2,High,0.7018941564773209,0,0,1,0,0,None,6.51,5.98,5.88,5.93,29,26,23,17,1,2,0.296,0.112,0.072,36,-0.11,39.8,30.8,0.701,5,5.67,0,High Risk,0.476
S100896,Business_School_E,CS,Canada,Latvia,2020,Humanities,Bachelor,Full-time,Male,23,Married,3,Medium,0.3,0,1,1,0,0,None,7.43,7.89,8.31,8.1,24,24,22,22,0,0,0.96,0.873,0.076,0,-0.015,90.3,96.4,0.168,1,8.66,1,Very Likely to Succeed,1.0
S100897,Latvia_Uni_B,DATA,Kenya,Latvia,2018,Engineering,Master,Full-time,Female,34,Single,2,High,0.7073130603536705,1,1,1,0,0,Full,7.64,8.49,8.81,8.65,27,21,28,28,2,0,0.859,0.747,0.08,0,-0.14,83.2,77.9,0.406,1,8.47,1,Very Likely to Succeed,0.995
S100898,Latvia_College_C,MED,South Korea,Latvia,2020,Social Sciences,Bachelor,Full-time,Male,28,Single,3,High,0.6,1,0,1,0,0,Partial,6.45,6.94,6.62,6.78,25,22,21,21,1,0,0.629,0.481,0.063,0,0.073,22.9,28.7,0.398,1,7.67,1,Moderate Risk,0.83
S100899,Latvia_Uni_B,MIS,Sri Lanka,Latvia,2021,Engineering,Master,Part-time,Female,29,Single,3,High,0.6,0,0,0,1,24,None,7.17,6.48,6.61,6.55,23,23,35,35,0,0,0.589,0.423,0.086,2,0.059,65.7,59.3,0.522,0,6.56,0,High Risk,0.563
S100900,Latvia_Uni_A,LAW,Kenya,Latvia,2020,Medicine,Master,Part-time,Male,18,Single,3,High,0.7159495253170135,0,0,1,1,24,Full,4.84,4.1,4.68,4.39,29,26,22,22,1,0,0.307,0.1,0.075,36,-0.051,25.5,11.5,0.689,5,4.72,0,Very High Risk,0.37
S100901,Tech_Institute_D,MED,USA,Latvia,2023,Computer Science,Master,Part-time,Female,19,Single,2,Medium,0.3,1,1,1,1,23,None,7.08,7.46,8.25,7.86,27,24,33,30,1,1,0.629,0.498,0.151,7,0.369,44.3,50.7,0.362,1,8.26,1,Very Likely to Succeed,0.906
S100902,Latvia_Uni_A,BUS,Vietnam,Latvia,2018,Medicine,Master,Full-time,Male,19,Single,3,High,0.6,0,1,0,0,0,Partial,6.48,6.75,7.06,6.9,33,33,20,17,0,1,0.469,0.291,0.075,22,0.031,18.4,27.0,0.541,3,6.55,0,High Risk,0.601
S100903,Latvia_College_C,LAW,India,Latvia,2020,Medicine,Bachelor,Full-time,Female,34,Married,1,High,0.6,1,1,1,1,25,None,8.35,8.82,8.53,8.68,35,35,24,24,0,0,0.933,0.816,0.08,0,0.067,92.8,100.0,0.305,0,8.48,1,Very Likely to Succeed,0.937
S100904,Business_School_E,ENG,Kenya,Latvia,2018,Computer Science,Master,Full-time,Female,19,Single,2,High,0.7281363534921852,1,1,1,1,14,Full,6.88,7.29,7.44,7.37,30,30,24,24,0,0,0.858,0.735,0.053,0,0.046,71.4,70.4,0.328,1,7.04,1,Very Likely to Succeed,0.899
S100905,Business_School_E,BUS,Pakistan,Latvia,2019,Engineering,Master,Full-time,Male,37,Married,2,High,0.6,1,0,0,0,0,Full,6.49,6.62,6.57,6.59,34,34,22,19,0,1,0.728,0.608,0.097,0,-0.261,42.4,48.2,0.298,1,7.3,1,Moderate Risk,0.765
S100906,Latvia_Uni_B,DATA,Brazil,Latvia,2023,Business,Bachelor,Full-time,Male,28,Married,4,Medium,0.35,0,0,0,1,16,Partial,6.06,6.32,5.89,6.1,22,22,23,14,0,3,0.473,0.3,0.07,17,0.028,0.0,0.0,0.326,3,5.96,0,Moderate Risk,0.694
S100907,Tech_Institute_D,ENG,India,Latvia,2023,Engineering,Bachelor,Full-time,Other,20,Single,3,High,0.6,1,1,0,1,16,None,7.9,8.66,8.76,8.71,33,27,21,21,2,0,0.87,0.741,0.122,0,-0.253,71.1,52.4,0.308,0,8.6,1,Very Likely to Succeed,1.0
S100908,Tech_Institute_D,DATA,Latvia,Latvia,2019,Social Sciences,Master,Part-time,Male,36,Single,4,Low,0.1,0,1,0,0,0,None,7.47,7.09,7.35,7.22,23,23,35,35,0,0,0.755,0.611,0.058,0,0.062,49.2,41.1,0.302,0,7.01,1,Very Likely to Succeed,0.898
S100909,Latvia_Uni_B,MIS,Sri Lanka,Latvia,2018,Medicine,Master,Full-time,Male,18,Single,2,High,0.6,1,1,1,1,27,None,5.37,5.1,5.49,5.3,35,32,24,24,1,0,0.688,0.524,0.093,1,0.116,26.1,10.9,0.316,1,5.96,0,Moderate Risk,0.672
S100910,Tech_Institute_D,BUS,Canada,Latvia,2022,Business,Bachelor,Full-time,Male,35,Single,2,Medium,0.3,1,0,0,0,0,None,7.95,8.6,8.44,8.52,33,33,30,30,0,0,0.968,0.894,0.091,0,0.19,75.4,70.0,0.139,0,8.66,1,Very Likely to Succeed,1.0
S100911,Latvia_Uni_A,LAW,India,Latvia,2018,Medicine,Bachelor,Full-time,Male,22,Single,3,High,0.6,1,0,0,1,30,None,5.69,5.7,5.5,5.6,25,25,27,18,0,3,0.418,0.236,0.058,30,0.004,27.0,0.0,0.471,3,5.53,0,High Risk,0.557
S100912,Tech_Institute_D,BUS,Sri Lanka,Latvia,2022,Information Systems,Bachelor,Full-time,Other,20,Married,3,High,0.6,0,0,0,0,0,Partial,7.38,7.78,7.51,7.65,26,23,33,33,1,0,0.598,0.416,0.073,3,0.015,36.1,42.2,0.5,3,7.29,1,Moderate Risk,0.688
S100913,Latvia_College_C,BUS,Ghana,Latvia,2020,Computer Science,Bachelor,Part-time,Female,29,Single,2,High,0.7146865749629107,1,1,0,1,21,None,7.55,8.11,7.87,7.99,35,32,23,23,1,0,0.816,0.692,0.125,0,0.337,77.5,93.0,0.471,1,8.35,1,Moderate Risk,0.806
S100914,Latvia_Uni_B,BUS,Vietnam,Latvia,2021,Business,Bachelor,Full-time,Female,22,Single,3,High,0.6,1,0,0,1,11,None,7.15,7.82,8.21,8.02,34,31,33,33,1,0,0.911,0.831,0.133,0,0.341,61.1,45.7,0.039,1,8.62,1,Very Likely to Succeed,0.987
S100915,Tech_Institute_D,ENG,Latvia,Latvia,2020,Engineering,Bachelor,Part-time,Other,21,Single,3,Low,0.1,0,1,0,1,18,None,5.56,5.67,5.1,5.38,28,25,28,25,1,1,0.363,0.18,0.089,33,0.2,18.4,0.0,0.521,2,5.43,0,High Risk,0.628
S100916,Latvia_College_C,LAW,Bangladesh,Latvia,2018,Information Systems,Bachelor,Full-time,Male,29,Single,1,High,0.6,0,1,1,1,19,None,6.72,6.5,7.19,6.84,20,17,28,25,1,1,0.48,0.32,0.158,15,0.388,61.2,30.6,0.658,2,6.97,0,High Risk,0.551
S100917,Latvia_College_C,MIS,USA,Latvia,2019,Social Sciences,Master,Full-time,Female,24,Single,4,Medium,0.3,0,1,0,1,16,None,6.59,6.56,6.1,6.33,30,30,29,29,0,0,0.745,0.591,0.073,0,-0.052,39.6,52.4,0.234,2,6.27,1,Moderate Risk,0.815
S100918,Latvia_Uni_A,DATA,Sri Lanka,Latvia,2022,Social Sciences,Bachelor,Full-time,Female,35,Single,1,High,0.6,1,1,1,1,14,None,7.03,6.77,7.2,6.99,30,27,35,35,1,0,0.818,0.697,0.108,0,0.272,73.4,57.9,0.34,2,6.77,1,Moderate Risk,0.848
S100919,Latvia_Uni_A,ENG,Germany,Latvia,2022,Social Sciences,Master,Full-time,Male,38,Single,5,Low,0.1,0,0,0,1,28,Full,5.87,5.21,5.64,5.43,24,21,32,29,1,1,0.621,0.455,0.158,5,-0.38,12.2,0.0,0.093,1,5.37,0,Moderate Risk,0.731
S100920,Latvia_Uni_A,CS,Sri Lanka,Latvia,2019,Humanities,Bachelor,Full-time,Other,20,Single,1,High,0.6,0,0,1,1,25,Partial,7.12,6.6,6.29,6.45,22,19,29,26,1,1,0.587,0.432,0.094,4,-0.203,81.7,87.5,0.58,4,5.93,0,High Risk,0.523
S100921,Latvia_Uni_B,LAW,China,Latvia,2020,Medicine,Bachelor,Part-time,Male,25,Single,2,High,0.6,0,1,0,1,28,Full,6.55,6.1,6.71,6.41,29,29,25,25,0,0,0.506,0.344,0.064,8,0.033,34.0,22.4,0.603,1,5.87,0,High Risk,0.446
S100922,Latvia_Uni_B,DATA,Ghana,Latvia,2022,Computer Science,Bachelor,Full-time,Other,24,Married,1,High,0.7541843528780604,1,0,1,0,0,None,7.65,7.99,8.11,8.05,34,31,24,24,1,0,0.947,0.848,0.077,0,0.118,80.0,84.3,0.281,2,9.14,1,Very Likely to Succeed,0.909
S100923,Latvia_Uni_B,BUS,South Korea,Latvia,2022,Business,Bachelor,Full-time,Male,36,Single,1,High,0.6,1,1,1,1,18,Partial,7.19,7.65,7.86,7.76,33,33,35,32,0,1,0.959,0.885,0.097,0,-0.227,68.0,53.9,0.16,0,8.1,1,Very Likely to Succeed,0.938
S100924,Latvia_Uni_B,DATA,Pakistan,Latvia,2020,Engineering,Bachelor,Full-time,Male,34,Married,1,High,0.6,0,1,1,0,0,None,6.05,5.6,6.45,6.02,30,30,26,20,0,2,0.659,0.512,0.113,3,-0.297,28.8,18.4,0.45,5,5.66,0,High Risk,0.579
S100925,Latvia_Uni_A,CS,USA,Latvia,2018,Engineering,Master,Full-time,Male,37,Single,2,Medium,0.3,0,0,0,1,26,None,5.55,5.25,4.87,5.06,28,22,22,19,2,1,0.29,0.092,0.072,36,0.154,2.9,0.0,0.686,3,5.31,0,High Risk,0.4
S100926,Latvia_Uni_A,CS,India,Latvia,2022,Information Systems,Master,Full-time,Male,22,Single,2,High,0.6,0,1,0,0,0,None,7.04,7.04,7.3,7.17,33,30,21,18,1,1,0.467,0.312,0.115,18,0.229,23.3,3.9,0.547,1,6.77,0,High Risk,0.565
S100927,Latvia_Uni_B,ENG,Nigeria,Latvia,2022,Information Systems,Bachelor,Full-time,Other,28,Single,3,High,0.7333109325321203,0,1,0,1,19,None,6.76,6.44,7.05,6.74,21,18,34,34,1,0,0.645,0.489,0.064,0,0.067,62.4,33.9,0.607,5,6.32,0,High Risk,0.577
S100928,Business_School_E,MIS,India,Latvia,2019,Social Sciences,Master,Full-time,Male,33,Other,3,High,0.6,0,0,0,0,0,None,6.88,6.47,6.33,6.4,26,26,32,29,0,1,0.726,0.607,0.082,0,-0.113,83.3,55.2,0.373,3,6.55,1,Moderate Risk,0.662
S100929,Latvia_College_C,BUS,Latvia,Latvia,2022,Engineering,Bachelor,Full-time,Female,18,Single,4,Low,0.1,1,0,0,0,0,None,6.93,6.59,6.09,6.34,31,25,28,25,2,1,0.701,0.549,0.077,0,-0.042,64.3,74.9,0.327,0,6.92,1,Moderate Risk,0.821
S100930,Latvia_Uni_A,DATA,Germany,Latvia,2020,Business,Bachelor,Full-time,Female,37,Single,3,Low,0.1,0,1,0,1,27,None,6.64,6.88,6.84,6.86,23,23,31,31,0,0,0.763,0.629,0.148,0,-0.484,48.4,21.8,0.212,2,6.94,1,Moderate Risk,0.808
S100931,Latvia_College_C,LAW,Italy,Latvia,2021,Engineering,Bachelor,Full-time,Female,20,Single,3,Low,0.1,1,0,0,0,0,None,7.03,7.16,7.42,7.29,22,22,25,25,0,0,0.926,0.832,0.092,0,0.11,53.3,47.2,0.0,1,7.76,1,Very Likely to Succeed,0.969
